caption,passport_link,comment,vertical,subvertical,category,media,author
"You wouldn't want to be stuck at home alone all day, and neither would your pup! Whether you're away for work or play, our boarding program will ensure that they get the exercise and socialization they need while you're gone. #SanJoseCA #DogDayCare #boarding",https://passport.gds.gdcorp.tools/location/77994/content/3434318a-fe73-4534-8669-cb69c9954989,"Framing pet boarding services in a fun, positive, helpful way that avoids negative associations that concept might bring up.",Pets,Pet daycare,Product/Service,https://media.mainstreethub.com/media/43c12e61-4bdf-40b5-8852-aec231341ff2,Annie Cranford
Let's take care of those bulky items this week -- bring your comforters and sheets! #Washateria #UpscaleLaundromat #WashAndFoldService,https://passport.gds.gdcorp.tools/location/60054/content/00ccdbb2-34ce-4ace-95c7-4a48399068a9,Basing this post on a unique consumer need makes it engaging and adds great variety to the content calendar.,Retail,Laundromat,Product/Service,https://media.mainstreethub.com/media/778516bf-95b7-4e39-aefc-93f8d7404742,Noah Ainsworth
"Some jewelry is trendy, some is timeless. Either way, we'll work with you to make sure it's exactly what you want. #ZeidmansJewelryAndLoan #DetroitJewelry",https://passport.gds.gdcorp.tools/location/26717/content/3bf90305-4e3a-4209-84f0-24cf46b3e867,"Matching this customer's sophisticated voice and promoting that they offer new jewelry, which is mentioned in the notes.",Retail,Jewelry,Product/Service,https://media.mainstreethub.com/media/d6321cba-4b2d-4de2-ba26-cf03418fa61b,Megan Martinez
Nothing should keep you from getting the most out of your workout -- especially joint pain. #VictoryHomeMedicalSupplies #SportsInjurySupport #MedicalSupplies,https://passport.gds.gdcorp.tools/location/37239/content/916e6cd8-ec32-47cd-a711-15e039685ca3,"An eye-catching and cohesive graphic elevates a succinct but very specific caption. Perfect combo, and totally unique to this customer.",Retail,Medical supplies,Product/Service,https://media.mainstreethub.com/media/02ab8210-84c9-4eeb-b8a1-c8ebbfc30649,Andrew Broadous
Your setup isn't complete without the perfect pillow and sheets! We'll help you find products that pair well with your new mattress.,https://passport.gds.gdcorp.tools/location/41008/content/3a0c1ee1-afa3-40b9-84a0-547a1ee82ca2,"Clear but not overly pushy, and framing shopping for pillows/sheets as a fun activity after buying a mattress. Actionable and on-brand!",Retail,Furniture,Product/Service,https://media.mainstreethub.com/media/14248f9f-98b9-42c2-bea1-2efe5e47564a,Zoe Labos
Large format printing requires highly specialized equipment and expertise. Postal Plus has both the state-of-the-art equipment and the training necessary to produce large prints on a variety of media. #PostalPlus #OFallonMO #PostalService #PostalStore,https://passport.gds.gdcorp.tools/location/79627/content/1574b4ca-1883-40b2-98ab-739550d570af,"Talking about equipment and expertise can feel flat or overly stretchy, but this caption is perfectly tailored with additional customer info to warrant those benefits. Awesome level of detail and customer voice.",Retail,Postal store,About the Business,https://media.mainstreethub.com/media/abc8fb9f-060e-4375-a61f-11f569fcf27e,Alaina Johnson
"Umami -- it's not a made-up word! It's one of the five staple tastes along with sweet, sour, bitter, and salty. Though it's hard to put into words, you'll understand when you take a bite of your fajita nachos. 🤤 #DosRiosMexicanGrill",https://passport.gds.gdcorp.tools/location/41374/content/8e1a1d35-ddc4-4980-9a3e-9bff02c928cc,"Stretchy concept that's nicely tailored based on a specific dish served at this restaurant. While the caption won't be appropriate for every restaurant, it fits with this one's ""fun, excited"" voice.",Restaurant,Mexican,Product/Service,https://media.mainstreethub.com/media/54f523d9-f107-4de3-b055-ca5dcf7d923f,Emily Holton
"Bacon, guacamole, pepper jack cheese, lettuce, tomato, and a side of sweet potato fries. Are you drooling yet?",https://passport.gds.gdcorp.tools/location/40098/content/565c056f-71c1-4ec2-8232-450c9da0d062,"A perfect example of creatively describing a photo to craft a specific, engaging caption without having to dig into the customer's menu.",Restaurant,Burgers,Product/Service,https://media.mainstreethub.com/media/c0d5e874-b995-4d0c-b3e3-caace6886090,Isa Jones
"A tan may not give you instant abs, but our airbrush tans do have a slimming effect. Bronze your way to confidence! #BestSprayTanSanJose #glow #bronzed #NoTanLines #TanMeSkinny",https://passport.gds.gdcorp.tools/location/80776/content/d118a942-574e-49eb-b863-8d65ede5271c,"Highlighting a benefit of spray-on tans in a positive, empowering way.",Spas and Salons,Tanning salon,Product/Service,https://media.mainstreethub.com/media/5d9c57ed-cce9-453b-bb61-ef255842348b,Alaina Johnson
"We handle all repairs and specialize in Mercedes, BMW, Volkswagen, and Audi. Bring your vehicle by when you need a hand. #GermanMotors #Cotati #Mercedes #BMW #Volkswagon #Audi",https://passport.gds.gdcorp.tools/location/30879/content/de9bc469-df89-44eb-bdd7-d59a135d9913,Expanding on the customer's focus as described in their notes. It's great how this caption uses that info to tailor a stretchier underlying concept (providing a range of auto repair services).,Automotive,Auto Repair,Product/Service,https://media.mainstreethub.com/media/fdecb8b6-d361-47fb-b4e5-9ba07e4b2924,Allison Randel
"I enjoy trying different things, and this has been a game-changer in the kitchen. Who knows what this cooking technique is called and why you might want to try it? Let me know in the comments!",https://passport.gds.gdcorp.tools/location/76143/content/2d3b7e69-fd95-4aa4-b324-fa02e3d98740,This content request is a great example of the type of voice a health and wellness customer (like a fitness instructor or nutrition coach) would like to see in a caption. The question added on the end is also a great touch to make the post that much more engaging!,Health and Wellness,Wellness coach,Audience Participation,https://media.mainstreethub.com/media/2ea03006-e13d-438a-b260-00e74cc3a100,Lou Ruiz
Regular exercise is a great way to help your body feel its best. Join us for a class today and see how you like it! Who knows? Boxing might become your new regular workout. #fitspo #fit #fitness #fitnessmotivation #health #nutrition #1COR619Fit,https://passport.gds.gdcorp.tools/location/68234/content/d2370a46-62c4-43a2-9e51-2a98b4cf9032,Taking inspiration from the specific activity shown in the picture to tailor this caption concept that might apply to a number of fitness and wellness customers.,Health and Wellness,Gym,Product/Service,https://media.mainstreethub.com/media/d1053681-f366-47f9-bd2f-573fe77208ff,Hallie Colbert
"The summer sun isn't the only bright thing around here. To ensure that you head into the season with your most brilliant smile, give us a call at (203) 365-0015 to make your next teeth-whitening appointment. #TiberiFamilyDentistry #BridgeportDental #TeethWhitening",https://passport.gds.gdcorp.tools/location/57141/content/a373e91a-7ce3-4dea-97ea-80d0da201b84,"Awesome, unconventional use of a seasonal connection to promote a high-value service this dentist offers. ",Health and Wellness,Dentist,Product/Service,https://media.mainstreethub.com/media/330634b9-f956-4960-b65d-265b80952d8c,Andrew Broadous
"The best summer evenings are spent here relaxing in a bubble bath. If you could use some R&R, book a stay with us! #RomanticGetaways #TheBentley #BentleyNewJersey",https://passport.gds.gdcorp.tools/location/19048/content/06961db6-96d3-467d-9f16-8bd4c2874778,"A nice example of tailoring a seasonally relevant and stretchable caption concept (""the best summer evenings are spent ..."") based on a unique customer photo. The result feels totally specific to this customer.",Hotel,Hotel,Product/Service,https://media.mainstreethub.com/media/a345fa9a-a616-4767-86a7-7bbf736421a0,Alaina Johnson
Looking for a unique date? Something tell us your significant other would love to spend a day enjoying these fuzzy faces with you! #SabambaAlpaca,https://passport.gds.gdcorp.tools/location/45773/content/be21f37b-51af-4aaa-9aa8-0b3f22a55c6d,Addressing a specific scenario where readers might want to book a stay at this unique bed and breakfast/ranch. Nice sense of customer voice and connection to the cute photo!,Hotel,Ranch,Product/Service,https://media.mainstreethub.com/media/b4cede46-6e85-4dee-8e3c-efb8bef98544,Harmony Rulon
"No matter how long it's been since their last haircut, we'll make sure they leave looking their best. #RebelPet",https://passport.gds.gdcorp.tools/location/80521/content/114549f1-f6a3-410c-b1cb-5ed89c7e6ba0,"Hard to imagine a more on-brand visual for ""Rebel Pet Badass Dog Grooming."" That makes the post feel quite customer-specific, though the caption could also be tailored with a bit of customer detail or unique phrasing!",Pets,Pet Grooming,Product/Service,https://media.mainstreethub.com/media/8d73f9d0-c6c1-4783-a28c-c4bc965d42f6,Gabrielle Medina
"Vaccines help pets live longer, healthier lives. Protecting your pet is our primary goal, so we'll help you determine an appropriate vaccine schedule. Call us today to discuss your pet’s vaccination needs!",https://passport.gds.gdcorp.tools/location/50167/content/f642a94a-0b15-4425-8d5f-e18dbbb7270c,Going beyond the general concept of caring for pets to promote a specific benefit to working with a vet you can trust: Ongoing attention to the vaccines your pet needs!,Pets,Veterinarian,Product/Service,https://media.mainstreethub.com/media/c246e107-4bc9-4c97-8a67-039582da4c03,Harmony Rulon
We help you store your prized possession securely! Stop by the shop to see what carrying options we have available. #HandHMusicService,https://passport.gds.gdcorp.tools/location/68966/content/303ed2a9-b094-453a-985b-633e2fa59837,Using the photo for inspiration to promote a unique line of products (instrument cases) to meet specific consumer needs (protecting and transporting the instruments you've purchased). Phrasing fits this customer's sincere and passionate voice.,Retail,Music store,Product/Service,https://media.mainstreethub.com/media/a49d707c-9647-43c0-9536-d503d5e874f6,Jose Rodriguez
Don't forget -- customizing your t-shirt is easy! Head to our website to place your unique order. #Printing #CuttingLooseGraphics,https://passport.gds.gdcorp.tools/location/61888/content/2671d03c-c71f-4c77-883c-c9c2e9f40d02,"Friendly sense of customer voice, and clearly promoting the online store as described in the notes. The caption is likely to draw in anyone who's been considering options for a custom t-shirt!",Retail,Screen printing,Product/Service,https://media.mainstreethub.com/media/1240243d-aca1-46a0-a8f5-5a16a8e40872,Kaitlin Morley
"As the weather heats up, there's no better way to stay cool than with a refreshing cocktail! Whether you prefer mojitos or margaritas, we want to know: What's your go-to drink when it's warm out? #SummerCocktails",https://passport.gds.gdcorp.tools/location/46717/content/3cbcd6ab-3f1b-450c-8113-29929cc2b275,"Super engaging hook on this question, and the stock photo looks right at home on this customer's content calendar.",Retail,Liquor,Audience Participation,https://media.mainstreethub.com/media/5522f49f-cd25-44bc-857c-f7db137edce1,Zoe Labos
"Laundry day is better with snacks and Wi-Fi, and we'll prove it to you!",https://passport.gds.gdcorp.tools/location/60054/content/234bf85c-d4be-4d93-b3aa-d12424c12140,"Keeping things light and fun for a laundromat can be tricky. By using the photo for inspiration, this caption hits the mark! Way more engaging than just saying ""we have wi-fi and vending machines.""",Retail,Laundromat,About the Business,https://media.mainstreethub.com/media/92d68f46-69b7-485c-a4c6-d5d15b8e3bea,Noah Ainsworth
"Don't panic -- think organic! We've got natural versions of all the daily necessities, so your lifestyle change is as easy as possible.",https://passport.gds.gdcorp.tools/location/40265/content/6bae5cc8-9e6f-4422-bd9a-57dbba252c62,Such a unique consumer need: trying to switch to organic products. The caption perfectly ties in the customer's products.,Retail,Health food store,Product/Service,https://media.mainstreethub.com/media/c9476e5b-a550-4231-8aa1-d56d22569037,Cecil Sparkman
We can engrave anything from glassware to wedding bands. You name it; we’ll engrave it. #Engraving #Etching,https://passport.gds.gdcorp.tools/location/71734/content/095e7f62-a2bb-47cc-b432-8906754917e1,"Clear, actionable, and on-brand way to promote this engraving customer's range of services. This could also spin off into a series of posts inspiring people to get different types of items engraved!",Retail,Jewelry,Product/Service,https://media.mainstreethub.com/media/95354917-aa65-4c59-bbc8-30e43858c4c0,Alyssa Wright
Life's always better when there's some mouthwatering BBQ involved -- brisket anyone? 😋,https://passport.gds.gdcorp.tools/location/41919/content/18ab5a91-7e21-41d3-9c6e-8981b7fb066c,Simple but effective and fitting for the customer's sincere and welcoming voice. Nice use of detail from the photo for a subtle CTA!,Restaurant,Barbecue,Product/Service,https://media.mainstreethub.com/media/6c87bbfb-fb7b-404f-b8ca-6d036f151378,Robert Valenzuela
Our grocery section has everything you need to make all your favorite Mexican dishes at home!,https://passport.gds.gdcorp.tools/location/61316/content/cabb234a-84eb-4c74-b1fa-bf0d85304f23,Using the photo and customer info to inspire a totally unique caption driving readers to a part of the business they may not normally visit.,Restaurant,Mexican,About the Business,https://media.mainstreethub.com/media/2166ae81-2d93-4e29-a460-051658e1a612,Alaina Johnson
Chocolate or strawberry: Which shake is number one in your heart? Bonus points if you tell us which burger you like to pair it with. #BurgerDistrict #burger #shake #ArlingtonVA #ArlingtonEats #VA,https://passport.gds.gdcorp.tools/location/51919/content/63d1561e-b752-4d85-aa15-3bd6e017908a,Such a fun and engaging participation question. Connects to the photo and ties in an extra question to get people talking about the customer's food!,Restaurant,Burgers,Audience Participation,https://media.mainstreethub.com/media/4a0ac8d8-c0ee-4be0-8f90-c1e19fe278cd,Annie Cranford
Are you still searching for the perfect gift for the newlyweds? We have plenty! #KumeSpa,https://passport.gds.gdcorp.tools/location/67585/content/ffe94917-6055-4467-b14f-de1c79428bf3,"This is a perfect way to promote products the spa sells. We're heading into a busy wedding season, so bringing in that consumer need is timely and likely to inspire some purchases! Succinct and lets the photo do the talking, but still totally customer specific.",Spa and Salon,Spa,Product/Service,https://media.mainstreethub.com/media/0670806c-043a-4252-b66e-008b6d50a3e4,Jose Rodriguez
"Hair loss, including eyebrow hair, is a common symptom or side effect of health issues. A microblading session can give you natural-looking eyebrows back within a few hours.#UltraBrows #SummervilleSC #SummervilleBrowServices #Microblading #SemiPermanentMakeUp",https://passport.gds.gdcorp.tools/location/71050/content/b8493bb9-9a91-4a21-b2d8-5154eaaf4975,"An informative, eye-catching graphic paired with some excellent customer knowledge in the caption. Great customer knowledge being applied here!",Spa and Salon,Eyebrows,Educational,https://media.mainstreethub.com/media/582847d3-3822-4339-afae-457b3f89a04e,Esther Seawell
"Hair loss, including eyebrow hair, is a common symptom or side effect of health issues. A microblading session can give you natural-looking eyebrows back within a few hours.#UltraBrows #SummervilleSC #SummervilleBrowServices #Microblading #SemiPermanentMakeUp",https://passport.gds.gdcorp.tools/location/72038/content/7beda865-361e-419b-960a-01052b29787f,Caption addresses a seasonal consumer need and how this specific type of business can help. Actionable and in line with the customer's corteous and sincere voice.,Automotive,Car Wash,Product/Service,https://media.mainstreethub.com/media/446f7575-0b21-4ef2-b40a-f49634ffa47b,Ian Austin-Michaud
"Surprise showings can happen when you're selling your home! To reduce the last-minute panic, try to keep the house tidy. You get one opportunity to make a first impression, so don't drop the ball!",https://passport.gds.gdcorp.tools/location/61990/content/2b6ac1b6-fa36-4f91-9413-f49340320652,"A helpful and unique tip for sellers that puts an interesting twist on typical concepts about staging. The stock photo wordplay is fun, but for other customers, a photo of a staged home might be a better fit!",Professional Services,Real Estate,Educational,https://media.mainstreethub.com/media/662d3e43-b4bd-4f12-b0dc-05351929ccda,Kaitlin Morley
"With 90% of homebuyers searching for homes online, Krisher-Mckay INC Realtors will make sure yours stands out with a professional photo shoot. #KrisherMckayIncRealtors #KrisherMckay #BaytownRealtor #MontBelvieuRealtor #HoustonRealEstate",https://passport.gds.gdcorp.tools/location/72936/content/b36031c6-bf94-4003-93ef-516244284a25,"Highlighting a unique, high-value service this business offers and putting its value in context.",Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/748480e5-3cc2-4688-8e47-8c0960b5bb60,Valerie Lancaster
"First-time homebuyers, It can be helpful to divide your home wishlist into three categories: Nonnegotiable elements, items that would be nice to have, and your dream features.",https://passport.gds.gdcorp.tools/location/76100/content/9cd8302f-c21b-4eaf-a665-aa5a03782f36,A helpful tip with a clear intended audience that fits the business's sincere and friendly voice.,Professional Services,Real Estate,Educational,https://media.mainstreethub.com/media/3361f54d-2f7a-4aaa-959a-a02a33fe00a3,Jamison Duck
"The housing market has now seen about seven consecutive weeks of increases in new home listings. If you've been itching to buy, it's a good time for us to start getting prepared: (678) 491-9652. #LifeStoneRealtyGroup #PoweredByKellerWilliams #ATLRealEstate #AtlantaRealEstate #KellerWilliamsRealtors",https://passport.gds.gdcorp.tools/location/78925/content/1044df2e-f369-4e7d-99ab-57f722cac937,A specific and timely bit of industry expertise paired with a clear CTA for a specific audience.,Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/5e907019-3abc-476d-b97b-8902c9dce8be,Jamison Duck
Not sure if you’re ready to go from paying rent to paying a mortgage? Let’s talk finances! #NashvilleLiving #NashvilleLocal #NashvilleLife #NashvilleRealEstate #FranklinRealEstate #HipNashville #HipDonelson #HipFranklin #nashville,https://passport.gds.gdcorp.tools/location/75985/content/0c9f17db-5bc9-4f3e-acd1-450c1ba7ad71,A simple but effective CTA connecting to the customer's notes that mention first time buyers.,Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/52b32ae8-0c27-49cf-a519-f88f4f3d5146,Kelsey Roslin
"Happy home-tip Tuesday! A great, simple way to transform any room and increase your home's value is by upgrading light fixtures. This could be anything from switching the light covers to adding some simple lighting underneath your cabinets. 💡",https://passport.gds.gdcorp.tools/location/54411/content/07763493-f959-45f6-8d80-607aaa845d54,Adding a unique twist to this tip about increasing home value by taking some inspiration from the lighting in the photo.,Professional Services,Real Estate,Educational,https://media.mainstreethub.com/media/009cc095-885b-41a8-9aa6-772357121403,Omar Guzman
"I am honored to be recognized by REAL Trends “The Thousand” as one of America’s best real estate professionals! If you're ready to begin your real estate journey, I'm here to help. Give me a call today: (303) 887-9992.",https://passport.gds.gdcorp.tools/location/70334/content/bf89abbb-df2f-4d03-a352-32eb1efe8d31,This content request is a nice example of the type of less common distinctions or certifications a real estate agent might want to promote! ,Professional Services,Real Estate,About the Business,https://media.mainstreethub.com/media/c1951e54-b68b-410d-bdda-07bca7dbeac3,Mae Dolan
"The wants and needs of homebuyers have changed throughout the years. When you open the door to your new home, what type of floor plan are you hoping to see?",https://passport.gds.gdcorp.tools/location/61981/content/2ff0de8f-68b0-4cf6-8e7f-2e92088248ed,A pretty unique audience participation question that leaves things open-ended enough to get a variety of responses (and potentially wins).,Professional Services,Real Estate,Audience Participation,https://media.mainstreethub.com/media/dd2f6030-6851-47b0-8726-7a60a1fb38f3,Robert Valenzuela
"Today is National Martini Day! Do you prefer it dry, dirty, shaken, with copious amounts of olives, or not stirred? Personally, I either like a good Mexican Martini or VERY Dry Vodka Martini. Let me know how you take your martinis in the comments below!",https://passport.gds.gdcorp.tools/location/73593/content/d8236b55-61fa-4890-8e59-30a29e5ff6f8,"This content request is a good example of the type of ""flavor"" post certain real estate agents might want to help their unique personality shine. The inclusion of a participation question is a great call.",Professional Services,Real Estate,Audience Participation,https://media.mainstreethub.com/media/e5421446-c739-41f3-b615-b15616f6b7fd,Sarah Chanvong
"At-home fruit, vegetable, and herb gardens have grown in popularity quite a bit over the last year, and to the right buyer, a well-designed garden can add significant value to your property! Are you planting anything new this summer? 🍅❤️️",https://passport.gds.gdcorp.tools/location/74736/content/971f0894-67d6-4f41-acca-61c716396d7e,Combining a fun tip with a unique participation question that's sure to get readers talking and sharing photos.,Professional Services,Real Estate,Audience Participation,https://media.mainstreethub.com/media/1ba4a7ec-0ab7-4ce8-a389-9ddf7ee19b6a,Annie Cranford
"Closing day is a huge deal, but our commitment to you goes beyond signing the dotted line. We're here to serve our community and build lasting relationships with our clients. #GibbsAndStoryRealtyGroup",https://passport.gds.gdcorp.tools/location/77565/content/ab5a0ede-3a37-4d8a-9815-f44336c9992f,"Nice cohesion between the caption and the photo, and taking a different approach for this type of post than simply focusing on the excitement of closing day. Really tying it back to the customer's approach and their unique voice.",Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/a97cb64d-e013-4c34-b56e-d2dbfbdeee68,Zoe Labos
Check out the great farmers market guide on our Facebook post! Find one near you and check it out this week. #Lomenzo&Lomenzo #LomenzoProperties #CapeCod #CapeCodRealEstate #GibsonSothebys,https://passport.gds.gdcorp.tools/location/66871/content/88f050a0-ed9a-440a-bd28-dabc30922129,"This content request is a good example of a type of external resource certain real estate customers might like to share with their followers. Helping people make the most out of the area they've moved to (or are planning to move to). Text on the image adds some nice customer specificity, too!",Professional Services,Real Estate,Local,https://media.mainstreethub.com/media/ce15aae2-994a-456f-b91d-c6dc14448561,Emily Ferris
Presentation is essential. We'll help you create a pool or outdoor space where you can relax in style and comfort.,https://passport.gds.gdcorp.tools/location/77866/content/7e74782e-6fa4-43c3-ba26-a24581ea2922,"Succinct, but fitting for the customer's ""sincere, professional voice."" The idea that ""presentation is everything"" also connects nicely to the image, which is actually a photo of the customer's work on an award of merit they received.",Home Services,Pools ,About the Business,https://media.mainstreethub.com/media/165dd7f0-0441-4bcd-bf98-11a7ab4e2580,Carly Osterman
The Nathan's Pool Fence team has a van and a plan to go above and beyond for customers with competitive pricing and next-day installations. #BreaCA #CaliforniaBusiness,https://passport.gds.gdcorp.tools/location/81157/content/b3c068a2-b497-4a0a-948d-33300665e809,Going above and beyond the wordplay at the beginning of the caption with two pieces of specific info from the customer's notes!,Home Services,Pools ,About the Business,https://media.mainstreethub.com/media/052f54c1-acfd-4540-9395-fe8056e8e309,Megan Martinez
"Noisy drain? Bubbling, slow draining, and noise are all tell-tale signs of a clog. Don't wait until it's too late. Give us a call: (503) 927-4482.",https://passport.gds.gdcorp.tools/location/77924/content/f4b5f23b-181c-4fe9-bc4b-1df644157149,A helpful tip packed with plenty of info to tell homeowners when they might need to get in touch with this plumber.,Home Services,Plumbing,Educational,https://media.mainstreethub.com/media/83386ac3-a7a6-47a5-a4af-57fe95b531bf,Zoe Labos
Don't let water damage go unnoticed. Thermal imaging detects every detail of your home's walls and ceilings that the eyes can't see. #NCHomes #WakeCounty,https://passport.gds.gdcorp.tools/location/79890/content/0a71554a-1649-4736-9e84-9b79490bc6b1,"Lots of home inspection customers have photos of themselves using thermal imaging devices. This caption is a great example of how to talk about that equipment in a clear, informative way that connects to a specific concern for people selling or buying homes.",Home Services,Home Inspection,Educational,https://media.mainstreethub.com/media/f9a4baa5-05fc-4f2d-b895-5385ab49bdb6,Tina Demetres
"For a limited time, sign up for our services and receive your first initial deep clean for free! Plus, we're offering 50% off for your first month with a year contract. Visit our website or give us a call at (855) 280-0616 to learn more! #USJanitorial",https://passport.gds.gdcorp.tools/location/79886/content/60f2df27-8939-481d-aade-9987fe6e9d46,"It's great to check home service customers' content calendars for recent posts about specials like this one. If the special is still running, it might be worth referencing in upcoming content! If not, it's still valuable context for the customer, and a sign that you might find info about current specials on their website.",Home Services,Cleaning Services,Event/Special/Listing,https://media.mainstreethub.com/media/29b738d5-df3e-4ec5-8800-77fb36381736,Micah Scott
"Fresh, clean beer is the only option. Take care of yourself and your customers by keeping your lines squeaky clean! #Ecofriendly #FamilyOwned #ClearTapBeer #SanAntonio #satx",https://passport.gds.gdcorp.tools/location/73156/content/b6cd251c-d48b-4752-8dc3-57afc216edde,This OOO post for a very niche customer is a testament to the power of using customer notes and voice info as inspiration. Specific and totally in line with the customer's voice!,Home Services,Plumbing,Product/Service,https://media.mainstreethub.com/media/de28f9c1-b8b0-4d2d-92c0-bc3b1de8022e,Allison Randel
"You can't always control what happens to your roof, but you can control who you depend on to fix it. For repairs, installations, or 24-hour emergency help, call us at (713) 782-7663. #ResidentialRoofing #HorisonsLLC #RoofingHTX #Roof",https://passport.gds.gdcorp.tools/location/80456/content/368db9bb-2961-41c6-b4d8-0da327fc2645,Lots of notes info about the customer's unique services seriously enhances the stretchier underlying concept about choosing who repairs your roof.,Home Services,Roofing,Product/Service,https://media.mainstreethub.com/media/ec9d4bea-8ebc-470a-9db3-2aa57f814e5c,Robert Valenzuela
Routine cleaning isn't just for floors and carpets! We're proud to carefully handle upholstery so your furniture looks its best for you and your home's guests. #EnvirotechPro #CarpetCleaning #upholstery #HomeServices #WestminsterCo #carpets,https://passport.gds.gdcorp.tools/location/74860/content/4f7e5793-d6c0-4db6-a52d-56ec49357472,Great call using a testimonial for inspiration to promote a unique aspect of the customer's services: upholstery cleaning.,Home Services,Cleaning Services,Testimonial/Cross-Promo,https://media.mainstreethub.com/media/ad098bb0-0519-4965-885f-d717d93f37da,Cecil Sparkman
When's the last time you checked your space for ways to brighten it up? We'd be glad to help you with that!,https://passport.gds.gdcorp.tools/location/69021/content/82be282f-4672-4e44-90ea-ef7911737d27,"A pretty stretchy concept (""when's the last time ..."") takes a turn for the customer-specific thanks to some creative tailoring and a relevant CTA.",Home Services,Interior Design,Audience Participation,https://media.mainstreethub.com/media/2043bd91-302c-4412-aaf6-cfa4d46ee109,Emily Burke
"Let's make your yard beautiful all summer long! Whether it's time for a completely new look or just touch-up, we're happy to help beautify. #MarcosTreeService #BonitaSpringsFL #TreeCare #LawnCare",https://passport.gds.gdcorp.tools/location/55983/content/5b931548-ad13-4ab0-9747-ca1b4664c23c,Appealing to a wide range of customers in a clear and seasonally relevant way.,Home Services,Gardening and Landscaping,Product/Service,https://media.mainstreethub.com/media/f8018949-6fb6-4b96-b031-926257d7bdd1,Amanda Aguirre
"We're confident that after seeing this picture, you're going to want some cake. Let us handle making dessert tonight!",https://passport.gds.gdcorp.tools/location/70903/content/76eae0fd-4513-4f72-961a-dbd0f5659a1a,"A perfect example of image-inspired tailoring. Rather than a generic caption like ""we know you're craving this,"" we have some creative and actionable phrasing that makes people crave this particular restaurant's cakes -- and their other desserts, too!",Restaurant,Steak House,Product/Service,https://media.mainstreethub.com/media/ce7afe32-e8f3-4d35-8c82-3deb33c5da36,Jamison Duck
Need a refreshing drink to go along with your order? Give our famous sweet tea a try! 😋,https://passport.gds.gdcorp.tools/location/41919/content/ac21f043-4fd7-4fd8-8fbd-cf34008a8d47,Tailoring a stretchy caption about drinks with a reference to this customer's signature beverage. Perfect,Restaurant,Barbecue,Product/Service,https://media.mainstreethub.com/media/246c1e30-e64f-4c18-a7f2-5b5cf8ab0730,Robert Valenzuela
Remember: Onion rings are the key to making your tri tip sandwich taste like a masterpiece!,https://passport.gds.gdcorp.tools/location/53176/content/d7ade1a9-13f2-414a-86f8-13ac9ed9c5b8,"Showing some impressive customer knowledge and making readers hungry in a way that's fun, not pushy, and totally customer-specific. Yes!",Restaurant,American,Product/Service,https://media.mainstreethub.com/media/3ffc810e-8b9b-4f30-8f41-47c0a5b3e845,Derek Koh
"Whether you’re joining us for a drink and live entertainment, celebrating a birthday party, or just grabbing a bottle to go, we pride ourselves on our friendly, knowledgeable service.",https://passport.gds.gdcorp.tools/location/79144/content/79c4c0d0-0897-4fd8-9a0a-81fc6a6f11ec,Addressing a nice variety of occasions where readers might visit this wine bar. Feels very specific to the customer!,Restaurant,Wine bar,Product/Service,https://media.mainstreethub.com/media/801e44d4-3370-4e37-9b5e-50ecbcf460b7,Ana Gutierrez
"With a tasting bar and full-service restaurant, our quaint space is the ideal destination for large family gatherings, group parties, or folks passing through. #RavensGlennWineryAndRestaurant #Lafayette #Lafayetteoh #Wine #Winery",https://passport.gds.gdcorp.tools/location/61359/content/a8416a4e-d855-4740-a5e1-f2c993c9c1ad,Bringing together lots of details from the customer notes for a super specific post that ties in several scenarios where readers might want to reserve the space for an event.,Restaurant,American,Product/Service,https://media.mainstreethub.com/media/bf01dc7d-ad29-42fe-83a8-3ea706ccc688,Allie Pape
"Get started on your new garden by giving us a visit! We have all the plants, vegetables, and flowers you'll want. #BradfordYardLivingAndLandscaping #Landscaping #Plants #LandscapeDecorations #Rogers #Arkansas #NorthwestArkansas #RogersAR #RogersArkansas",https://passport.gds.gdcorp.tools/location/53451/content/cae2dcb9-385a-42f2-a1b5-da4adfac0fa3,"A nice, specific product highlight based on a customer photo and seasonal consumer need.",Retail,Garden store,Product/Service,https://media.mainstreethub.com/media/ef5d73bd-b18b-4c77-8755-0e228c8d1434,Allison Randel
"Since we opened in 1986, we've been working with individuals and contractors to find aesthetic and functional lighting and bath solutions.",https://passport.gds.gdcorp.tools/location/81511/content/8f361aa3-04fc-4a6d-b79c-1341cf3db7ab,"This brand kit post does a great job setting the stage for the customer's content by mentioning their years in business, target audiences, and what makes their approach to design unique.",Retail,Home decor,About the Business,https://media.mainstreethub.com/media/53b0aec2-bd3d-47be-bc38-5cfb3edab2b8,Clare Murray
"Thinking it might be time to flip your lid? As a general rule, replace your helmet once every few years as the glues, resins, and other materials used in the making of the helmet can lose heir effectiveness over time.",https://passport.gds.gdcorp.tools/location/45525/content/ad2ad3e2-5ee7-46f4-a3c3-553bb2f7208c,Wordplay makes a fun hook for this detailed educational post. It manages to double as an actionable product highlight without ever explicitly mentioning that this customer sells helmets -- that's awesome!,Retail,Bicycle store,Educational,https://media.mainstreethub.com/media/20cd8f0b-2ea8-4489-9f46-ff6d0040c6a0,Cecil Sparkman
